date,close,base_position_v3,market_regime,ret1,ret3,ret5,ret10,ret20,dist_ma20,dist_ma50,dist_ma200,ma50_over_ma200,ma200_slope20,volume_ratio60,breakout20,breakout60,breakdown20,breakdown60,below200,dist_res20,dist_sup20,dist_sup60,future20_return,future20_drawdown,adjustment_label,component_b20_vol_count,component_b60_vol_count,component_vol_down_count,component_bd20_vol_count,weighted_b20_vol,weighted_b60_vol,weighted_vol_down,weighted_bd20_vol,component_above200_breadth,avg_component_vr,regime_bull,regime_range,regime_bear,signal_date,horizon_1d_close_return,horizon_3d_close_return,horizon_5d_close_return,horizon_1d_max_drawdown,horizon_3d_max_drawdown,horizon_5d_max_drawdown,next_signal_primary_adjustment,next_signal_secondary_adjustment,signal_direction,action_type,rating_state,signal_family,sample_source,sample_id,is_replay_outcome_observed,candidate_event_type,candidate_action_label,candidate_stood_1d,candidate_stood_3d,candidate_stood_5d,candidate_future_10d_return,downside_event_type,downside_label,downside_suggested_action,downside_weighted_volume_down_breadth,downside_weighted_breakdown20_breadth,execution_date,market_symbol,etf_symbol,train_policy,primary_model_id,secondary_model_id,primary_adjustment,secondary_adjustment,primary_prob_down,secondary_prob_down,target_position_proxy,planned_action,planned_target_shares,planned_trade_shares,holdings_before_shares,cash_before_cny,cost_price_cny,market_price_cny,position_before_pct,signal_rationale,rating_change_reason,rating_change_review,guidance_for_next_session,execution_status,executed_date,executed_sell_shares,executed_buy_shares,executed_avg_price_cny,holdings_after_shares,cash_after_cny,position_after_pct,review_status,review_horizon,review_price_change_pct,review_note,source_artifacts,created_at,updated_at,replay_label_1d,replay_label_3d,replay_label_5d,continuation_label_version,continuation_label_1d,is_outcome_observed_1d,continuation_label_3d,is_outcome_observed_3d,continuation_label_5d,is_outcome_observed_5d,is_continuation_eligible
2017-04-04,18810.25,0.0,bull,-0.00911228,-0.01327009,-0.02044586,-0.03318436,-0.02935582,-0.02547568,-0.0225987,0.06045059,0.0849695,0.0148016,1.17068895,0.0,0.0,1.0,0.0,0.0,-0.04305097,-0.00523605,0.00857464,0.03378207,-0.03113038,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.42149348,0.07776157,0.72603707,1.14565014,1.0,0.0,0.0,2017-04-04,0.0027123260589305,-0.007741478216398,-0.0033163227166038,0.0027123260589305,-0.0113336852577717,-0.0113336852577717,1.0,1.0,hold,hold_watch,neutral_hold,breakdown_followthrough,historical_research,historical_55_2017-04-04,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inconclusive,inconclusive,inconclusive,nikkei_continuation_head_v1,,True,,True,,True,False
2017-04-05,18861.26953125,0.0,bull,0.00271233,-0.00253792,-0.01853578,-0.00945894,-0.02496263,-0.02139032,-0.01986539,0.06266522,0.08420335,0.01457239,0.96550081,0.0,0.0,0.0,0.0,0.0,-0.04045541,0.00842824,0.01131023,0.05484412,-0.03375117,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.02621266,0.0,0.73840392,0.95098602,1.0,0.0,0.0,2017-04-05,-0.01400801700714,-0.0033607850078689,-0.0163647603751487,-0.01400801700714,-0.01400801700714,-0.0163647603751487,1.0,1.0,add,add_risk,risk_add,support_test,historical_research,historical_55_2017-04-05,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premature_add,acceptable_add,premature_add,nikkei_continuation_head_v1,0.0,True,1.0,True,0.0,True,True
2017-04-06,18597.06054688,0.0,bull,-0.01400802,-0.02034269,-0.02445338,-0.0255825,-0.0341211,-0.03388845,-0.03366873,0.04694117,0.0834185,0.01455023,1.06042968,0.0,0.0,1.0,1.0,0.0,-0.05389672,-0.00569784,-0.00285622,0.06699658,-0.02002364,1.0,0.0,0.0,11.0,5.0,0.0,0.0,0.29776389,0.10073306,0.73840392,1.16209343,1.0,0.0,0.0,2017-04-06,0.0036333867026816,0.0081092704602343,-0.0091530972166757,0.0036333867026816,0.0036333867026816,-0.0091530972166757,1.0,1.0,add,add_risk,risk_add,breakdown_followthrough,historical_research,historical_55_2017-04-06,True,breakdown_60d,false_breakdown_avoid_panic_sell,False,False,False,-0.00895681,breakdown_60d,price_breakdown_without_broad_volume_confirm,reduce_partial_or_wait_reclaim,0.29776389,0.13895262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,acceptable_add,inconclusive,nikkei_continuation_head_v1,1.0,True,1.0,True,,True,True
2017-04-07,18664.63085938,0.0,bull,0.00363339,-0.00774148,-0.01293699,-0.03103946,-0.03385079,-0.02872074,-0.02969338,0.04993592,0.08206612,0.01457848,1.28021971,0.0,0.0,0.0,0.0,0.0,-0.05045917,0.00712151,0.00712151,0.06619252,-0.02357138,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.57582563,0.0,0.72603707,1.20027188,1.0,0.0,0.0,2017-04-07,0.0071391714630688,-0.0060018055124675,-0.0176269224116296,0.0071391714630688,-0.0060018055124675,-0.0176269224116296,1.0,1.0,add,add_risk,risk_add,support_test,historical_research,historical_55_2017-04-07,True,near_support_20d,support_fail_watch,,,,-0.00235102,near_support_20d,mixed_downside_signal,watch,0.57582563,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,inconclusive,premature_add,nikkei_continuation_head_v1,1.0,True,,True,0.0,True,True
2017-04-10,18797.88085938,0.0,bull,0.00713917,-0.00336079,-0.00976386,-0.00988692,-0.04114994,-0.02011931,-0.02201602,0.0566158,0.08040194,0.01458765,0.87681521,0.0,0.0,0.0,0.0,0.0,-0.04368023,0.01514525,0.01514525,0.06190431,-0.03049286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73840392,0.73323263,1.0,0.0,0.0,2017-04-10,-0.0026604976983372,-0.019738449158478,-0.0235463293480303,-0.0026604976983372,-0.019738449158478,-0.0245905378089116,1.0,1.0,add,add_risk,risk_add,daily_position,historical_research,historical_55_2017-04-10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,premature_add,premature_add,nikkei_continuation_head_v1,1.0,True,0.0,True,0.0,True,True
2017-04-11,18747.86914062,0.0,bull,-0.0026605,0.00810927,-0.00331632,-0.02369438,-0.04512031,-0.02066711,-0.02393796,0.05280938,0.07862958,0.01469097,0.82882078,0.0,0.0,0.0,0.0,0.0,-0.04622452,0.01244446,0.01244446,0.06059522,-0.02790661,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02005584,0.0,0.73840392,0.8071672,1.0,0.0,0.0,2017-04-11,-0.0104150377920518,-0.0219885405721564,-0.0175635585249829,-0.0104150377920518,-0.0219885405721564,-0.0219885405721564,1.0,1.0,add,add_risk,risk_add,daily_position,historical_research,historical_55_2017-04-11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premature_add,premature_add,premature_add,nikkei_continuation_head_v1,0.0,True,0.0,True,0.0,True,True
2017-04-12,18552.609375,0.0,bull,-0.01041504,-0.00600181,-0.01636476,-0.0345972,-0.05389687,-0.02861933,-0.03347874,0.0409242,0.07698013,0.01475025,0.91883493,0.0,0.0,0.0,0.0,0.0,-0.05524831,0.00189981,0.00189981,0.07100027,-0.01767566,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.06991608,0.04275814,0.73840392,1.08136147,1.0,0.0,0.0,2017-04-12,-0.0067790750458788,-0.010637296640651,-0.0064902005866762,-0.0067790750458788,-0.0116953098744365,-0.0116953098744365,1.0,1.0,add,add_risk,risk_add,support_test,historical_research,historical_55_2017-04-12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inconclusive,premature_add,inconclusive,nikkei_continuation_head_v1,,True,0.0,True,,True,True
2017-04-13,18426.83984375,0.0,bull,-0.00677908,-0.01973845,-0.0091531,-0.03338265,-0.05876889,-0.03252755,-0.03954177,0.03311783,0.07565098,0.0146333,0.97765952,0.0,0.0,1.0,1.0,0.0,-0.06076512,-0.00182822,-0.00182822,0.08102206,-0.01097096,1.0,0.0,0.0,10.0,7.0,0.0,0.0,0.42303659,0.11685911,0.72603707,1.10103316,1.0,0.0,0.0,2017-04-13,-0.0049497898252444,-0.0004477164869264,0.0001981018265178,-0.0049497898252444,-0.0049497898252444,-0.0049497898252444,1.0,1.0,add,add_risk,risk_add,breakdown_followthrough,historical_research,historical_55_2017-04-13,True,breakdown_20d,false_breakdown_avoid_panic_sell,True,True,True,0.04477324,breakdown_20d,price_breakdown_without_broad_volume_confirm,reduce_partial_or_wait_reclaim,0.42303659,0.19539694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,acceptable_add,acceptable_add,nikkei_continuation_head_v1,1.0,True,1.0,True,1.0,True,True
2017-04-14,18335.63085938,0.0,bull,-0.00494979,-0.02198854,-0.01762692,-0.03033587,-0.06403781,-0.03439987,-0.04357674,0.02735389,0.07416239,0.01438721,0.0,0.0,0.0,0.0,0.0,0.0,-0.06541414,0.00168864,0.00168864,0.08067625,-0.00605112,1.0,0.0,0.0,10.0,4.0,0.0,0.0,0.46542226,0.09145401,0.72603707,1.1443693,1.0,0.0,0.0,2017-04-14,0.001070533454264,0.0052667050351637,0.0155500044043557,0.001070533454264,0.001070533454264,0.001070533454264,1.0,1.0,add,add_risk,risk_add,support_test,historical_research,historical_55_2017-04-14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,acceptable_add,correct_add,nikkei_continuation_head_v1,1.0,True,1.0,True,1.0,True,True
2017-04-17,18355.25976562,0.0,bull,0.00107053,-0.0106373,-0.02354633,-0.03308029,-0.05974565,-0.03016252,-0.04197423,0.02780011,0.07283138,0.01421581,0.0,0.0,0.0,0.0,0.0,0.0,-0.06099242,0.00380238,0.00380238,0.06530006,-0.00152162,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02514062,0.0,0.72603707,0.69741815,1.0,0.0,0.0,2017-04-17,0.0034502414533308,0.004098578266972,0.0283635917120137,0.0034502414533308,0.0034502414533308,0.0034502414533308,1.0,1.0,add,add_risk,risk_add,support_test,historical_research,historical_55_2017-04-17,True,near_support_20d,support_hold_watch,,,,0.05204284,near_support_20d,low_volume_support_test_watch_hold,hold_or_watch_rebound,0.02514062,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,acceptable_add,correct_add,nikkei_continuation_head_v1,1.0,True,1.0,True,1.0,True,True
2017-04-18,18418.58984375,0.0,bull,0.00345024,-0.00044772,-0.01756356,-0.02082163,-0.05331504,-0.02380843,-0.03810356,0.03073537,0.07156585,0.01402534,0.76687033,0.0,0.0,0.0,0.0,0.0,-0.05473662,0.01063998,0.01063998,0.06364059,-0.00495476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72603707,0.71933331,1.0,0.0,0.0,2017-04-18,0.0007388934286203,0.0109758758930504,0.0358735516657486,0.0007388934286203,0.0006461075864629,0.0006461075864629,1.0,1.0,add,add_risk,risk_add,daily_position,historical_research,historical_55_2017-04-18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,correct_add,correct_add,nikkei_continuation_head_v1,1.0,True,1.0,True,1.0,True,True
2017-04-19,18432.19921875,0.0,bull,0.00073889,0.00526671,-0.0064902,-0.02274875,-0.03199251,-0.02039435,-0.03683135,0.03049742,0.0699034,0.01425464,0.99720705,0.0,0.0,0.0,0.0,0.0,-0.04476831,0.01138673,0.01138673,0.06760344,-0.00061734,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.02409361,0.01220879,0.7096966,1.01573882,1.0,0.0,0.0,2017-04-19,-9.271733392846038e-05,0.0240710093985241,0.0465072267598969,-9.271733392846038e-05,-9.271733392846038e-05,-9.271733392846038e-05,1.0,1.0,add,add_risk,risk_add,daily_position,historical_research,historical_55_2017-04-19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,correct_add,correct_add,nikkei_continuation_head_v1,1.0,True,1.0,True,1.0,True,True
2017-04-20,18430.49023438,0.0,bull,-9.272e-05,0.00409858,0.0001981,-0.00895681,-0.03431017,-0.01889698,-0.03643871,0.02950313,0.06843554,0.01457243,0.96643519,0.0,0.0,0.0,0.0,0.0,-0.04485688,0.01129296,0.01129296,0.06417567,0.00607307,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.06085926,0.01188483,0.69748782,1.05372937,1.0,0.0,0.0,2017-04-20,0.0103230984743474,0.0352046980567921,0.0445663081011167,0.0103230984743474,0.0103230984743474,0.0103230984743474,1.0,1.0,add,add_risk,risk_add,daily_position,historical_research,historical_55_2017-04-20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,correct_add,correct_add,correct_add,nikkei_continuation_head_v1,1.0,True,1.0,True,1.0,True,True
2017-04-21,18620.75,0.0,bull,0.0103231,0.01097588,0.01555,-0.00235102,-0.0333175,-0.00703833,-0.02590397,0.03922888,0.06686492,0.0149208,0.9369439,0.0,0.0,0.0,0.0,0.0,-0.03499684,0.02173264,0.02173264,0.06026774,0.01178153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7096966,1.18648639,1.0,0.0,0.0,2017-04-21,0.0137014276750397,0.0359104594336963,0.0309327086384811,0.0137014276750397,0.0137014276750397,0.0137014276750397,1.0,1.0,add,add_risk,risk_add,daily_position,historical_research,historical_55_2017-04-21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,correct_add,correct_add,correct_add,nikkei_continuation_head_v1,1.0,True,1.0,True,1.0,True,True
2017-04-24,18875.88085938,0.0,bull,0.01370143,0.02407101,0.02836359,0.0041494,-0.00577854,0.00829201,-0.01226095,0.0525708,0.06563652,0.01512252,0.81556304,0.0,0.0,0.0,0.0,0.0,-0.01950102,0.03573183,0.03573183,0.04965331,-0.00046045,1.0,2.0,0.0,0.0,0.0,0.16880397,0.0,0.0,0.0,0.86122423,1.05577436,1.0,0.0,0.0,2017-04-24,0.0107782635552555,0.0199189793600103,0.0230261398187421,0.0107782635552555,0.0107782635552555,0.0107782635552555,0.0,0.0,add,add_risk,risk_add,daily_position,historical_research,historical_55_2017-04-24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,correct_add,correct_add,correct_add,nikkei_continuation_head_v1,1.0,True,1.0,True,1.0,True,True
2017-04-25,19079.33007812,0.0,bull,0.01077826,0.0352047,0.03587355,0.01767993,-0.00643336,0.01945837,-0.00108894,0.0629377,0.06409644,0.01536018,0.98599003,0.0,0.0,0.0,0.0,0.0,-0.00893294,0.04689522,0.04689522,0.03184125,0.00342198,0.0,1.0,0.0,2.0,0.0,0.16661606,0.0,0.04991815,0.0,0.88993155,1.01769628,1.0,0.0,0.0,2017-04-25,0.0110118965665853,0.0061537881979745,0.0192024111501769,0.0110118965665853,0.0061537881979745,0.0061537881979745,0.0,0.0,hold,hold_watch,neutral_hold,daily_position,historical_research,historical_55_2017-04-25,True,near_resistance_20d,resistance_break_watch,,,,0.04216974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inconclusive,inconclusive,inconclusive,nikkei_continuation_head_v1,,True,,True,,True,False
2017-04-26,19289.4296875,0.0,bull,0.0110119,0.03591046,0.04650723,0.03971518,0.00374395,0.03102483,0.01031278,0.07362678,0.06266772,0.0155854,1.07821353,1.0,0.0,0.0,0.0,0.0,0.00198059,0.05842352,0.05842352,0.02038114,-0.00750725,0.0,3.0,2.0,1.0,0.0,0.2935837,0.28103686,0.02005584,0.0,0.88993155,1.08139935,1.0,0.0,0.0,2017-04-26,-0.0019472087816229,0.0010933368218588,0.0314301428850889,-0.0019472087816229,-0.0048051940685455,-0.0048051940685455,0.0,0.0,hold,hold_watch,neutral_hold,breakout_followthrough,historical_research,historical_55_2017-04-26,True,breakout_20d,false_breakout_avoid_chase,True,False,False,0.03009005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inconclusive,inconclusive,inconclusive,nikkei_continuation_head_v1,,True,,True,,True,False
2017-04-27,19251.86914062,0.0,bull,-0.00194721,0.01991898,0.04456631,0.04477324,0.00989594,0.02881938,0.0082922,0.07048945,0.06168574,0.01582125,0.97300001,0.0,0.0,0.0,0.0,0.0,-0.00194721,0.05636255,0.05636255,0.02212671,-0.00557089,0.0,1.0,1.0,2.0,0.0,0.16661606,0.16661606,0.04285205,0.0,0.88993155,1.01111804,1.0,0.0,0.0,2017-04-27,-0.0028635612385129,0.0100681173715766,0.0307051151793233,-0.0028635612385129,-0.0028635612385129,-0.0028635612385129,0.0,0.0,hold,hold_watch,neutral_hold,daily_position,historical_research,historical_55_2017-04-27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inconclusive,inconclusive,inconclusive,nikkei_continuation_head_v1,,True,,True,,True,False
